Ticker,Date,Open,High,Low,Close,Adj Close,Volume
RELIANCE.NS,29-11-2019,1446.428589,1446.428589,1415.249878,1418.267212,1393.366455,9279797
RELIANCE.NS,02-12-2019,1462.932373,1476.144409,1441.90271,1450.588867,1425.120605,15612682
RELIANCE.NS,03-12-2019,1456.303467,1457.446289,1437.879639,1443.639893,1418.293457,6495213
RELIANCE.NS,04-12-2019,1438.245361,1442.359863,1402.357788,1419.684448,1394.758667,10493803
RELIANCE.NS,05-12-2019,1439.159668,1444.417114,1411.729736,1417.99292,1393.096802,9971230
RELIANCE.NS,06-12-2019,1419.95874,1433.673706,1409.078125,1421.695923,1396.734863,6542617
RELIANCE.NS,09-12-2019,1422.838867,1442.268433,1414.015503,1437.879639,1412.634399,6321338
RELIANCE.NS,10-12-2019,1437.376709,1438.793945,1421.010132,1428.141968,1403.067749,5086666
RELIANCE.NS,11-12-2019,1422.335938,1439.616821,1417.764282,1428.553467,1403.472046,6182320
RELIANCE.NS,12-12-2019,1435.730957,1439.022583,1423.296021,1433.856567,1408.682129,5163303
RELIANCE.NS,13-12-2019,1444.64563,1453.789063,1437.696777,1447.297241,1421.886597,6334151
RELIANCE.NS,16-12-2019,1455.617676,1457.354858,1430.336426,1432.393677,1407.244751,5946359
RELIANCE.NS,17-12-2019,1432.530762,1443.731323,1422.290283,1428.827759,1403.741333,10162300
RELIANCE.NS,18-12-2019,1429.102051,1444.64563,1428.187744,1440.851196,1415.553833,7371038
RELIANCE.NS,19-12-2019,1438.885376,1476.555908,1437.148193,1472.029907,1446.185181,10253908
RELIANCE.NS,20-12-2019,1476.647339,1478.978882,1459.366455,1462.109497,1436.438843,10635755
RELIANCE.NS,23-12-2019,1426.450439,1442.405518,1424.347534,1436.782471,1411.556763,12553886
RELIANCE.NS,24-12-2019,1434.496582,1437.376709,1410.358154,1413.969849,1389.144531,9024224
RELIANCE.NS,26-12-2019,1409.581055,1419.912964,1380.779541,1385.579834,1361.25293,14880509
RELIANCE.NS,27-12-2019,1396.186035,1413.741211,1390.974365,1410.221069,1385.461548,8838785
RELIANCE.NS,30-12-2019,1413.512695,1415.067017,1397.146118,1411.912598,1387.123291,8561874
RELIANCE.NS,31-12-2019,1409.901001,1411.455444,1378.859497,1384.345459,1360.040161,11101502
RELIANCE.NS,01-01-2020,1387.957031,1396.277466,1376.527954,1380.276611,1356.042725,7002234
RELIANCE.NS,02-01-2020,1382.471069,1408.94104,1382.471069,1403.775024,1379.128662,8855158
RELIANCE.NS,03-01-2020,1401.671997,1409.581055,1392.528687,1405.466553,1380.790405,10492349
RELIANCE.NS,06-01-2020,1389.785767,1397.008911,1369.67041,1372.870605,1348.766724,12259588
RELIANCE.NS,07-01-2020,1388.871338,1403.043579,1383.842529,1393.991699,1369.516968,8341811
RELIANCE.NS,08-01-2020,1385.214111,1402.997803,1380.642456,1383.522583,1359.231689,8023951
RELIANCE.NS,09-01-2020,1406.792358,1417.215698,1400.072021,1415.387085,1390.536743,7491371
RELIANCE.NS,10-01-2020,1418.952881,1424.484619,1407.752319,1415.067017,1390.22229,6239179
RELIANCE.NS,13-01-2020,1412.689819,1425.17041,1406.609497,1411.455444,1386.674072,9141191
RELIANCE.NS,14-01-2020,1408.072388,1417.215698,1391.477295,1398.380493,1373.828857,7908267
RELIANCE.NS,15-01-2020,1404.277954,1407.980957,1388.185669,1393.305908,1368.843384,7908929
RELIANCE.NS,16-01-2020,1398.014771,1411.135376,1397.100342,1406.152222,1381.463989,6423987
RELIANCE.NS,17-01-2020,1420.415894,1449.171631,1420.141602,1445.560059,1420.179932,14731735
RELIANCE.NS,20-01-2020,1471.161377,1471.161377,1395.637451,1401.077759,1376.478638,16272925
RELIANCE.NS,21-01-2020,1397.649048,1413.421265,1391.61438,1402.494995,1377.871216,9461360
RELIANCE.NS,22-01-2020,1411.729736,1414.244141,1399.934814,1401.992065,1377.376953,5161408
RELIANCE.NS,23-01-2020,1404.872192,1409.855347,1390.425781,1396.04895,1371.538208,5623869
RELIANCE.NS,24-01-2020,1396.186035,1404.735107,1388.459961,1391.203003,1366.777222,7314222
RELIANCE.NS,27-01-2020,1385.122681,1393.854492,1376.070679,1377.487915,1353.303101,6693875
RELIANCE.NS,28-01-2020,1379.362305,1380.642456,1338.217407,1345.669189,1322.042969,12266118
RELIANCE.NS,29-01-2020,1347.772095,1366.378784,1338.628784,1353.075317,1329.319092,12373282
RELIANCE.NS,30-01-2020,1352.298096,1352.93811,1316.63916,1320.067871,1296.891113,11201344
RELIANCE.NS,31-01-2020,1328.525391,1328.754028,1286.649048,1290.717773,1268.056396,17375155
RELIANCE.NS,03-02-2020,1252.544434,1280.020142,1246.28125,1266.807983,1244.566284,15356145
RELIANCE.NS,04-02-2020,1280.065796,1309.781616,1278.054321,1304.204224,1281.305908,12691950
RELIANCE.NS,05-02-2020,1311.975952,1328.342529,1307.770142,1324.410889,1301.157837,9236050
RELIANCE.NS,06-02-2020,1329.53125,1341.32605,1316.730591,1332.914185,1309.511963,7769288
RELIANCE.NS,07-02-2020,1326.696777,1327.931152,1305.941406,1310.83313,1287.818604,6104606
RELIANCE.NS,10-02-2020,1305.667114,1321.667969,1289.620605,1312.616089,1289.57019,7571238
RELIANCE.NS,11-02-2020,1323.405151,1340.594604,1321.25647,1328.296875,1304.975708,6999908
RELIANCE.NS,12-02-2020,1331.40564,1348.503662,1330.354126,1344.343384,1320.740356,6766782
RELIANCE.NS,13-02-2020,1351.155151,1351.155151,1337.302979,1347.863525,1324.19873,6782829
RELIANCE.NS,14-02-2020,1350.697998,1372.824829,1328.616821,1360.161377,1336.280762,10613920
RELIANCE.NS,17-02-2020,1361.441406,1377.122192,1348.000732,1351.612305,1327.881714,6574565
RELIANCE.NS,18-02-2020,1349.463623,1349.463623,1332.548462,1341.691772,1318.135376,5563580
RELIANCE.NS,19-02-2020,1352.618042,1377.396484,1348.732178,1374.973511,1350.832764,7042204
RELIANCE.NS,20-02-2020,1368.756104,1378.813721,1356.68689,1358.65271,1334.798584,8446134
RELIANCE.NS,24-02-2020,1343.840454,1350.46936,1316.227661,1321.165039,1297.969116,10685107
RELIANCE.NS,25-02-2020,1327.0625,1327.0625,1289.209106,1295.060913,1272.32312,13872531
RELIANCE.NS,26-02-2020,1289.209106,1291.357788,1268.499512,1272.751099,1250.405151,14681374
RELIANCE.NS,27-02-2020,1269.09375,1274.396973,1251.721436,1267.493774,1245.23999,12527496
RELIANCE.NS,28-02-2020,1238.829346,1240.749512,1211.490845,1214.828125,1193.499146,19657884
RELIANCE.NS,02-03-2020,1239.012207,1251.721436,1189.638306,1203.399048,1182.270508,14750247
RELIANCE.NS,03-03-2020,1215.788208,1237.915039,1208.747803,1227.811646,1206.254639,13699399
RELIANCE.NS,04-03-2020,1236.177856,1237.823608,1195.855713,1224.931519,1203.425049,11052630
RELIANCE.NS,05-03-2020,1236.360718,1241.618164,1194.11853,1198.827393,1177.779297,15255195
RELIANCE.NS,06-03-2020,1161.202515,1177.797729,1134.77832,1162.116821,1141.713379,16867019
RELIANCE.NS,09-03-2020,1133.818237,1134.68689,1001.194336,1018.703796,1000.818237,44093509
RELIANCE.NS,11-03-2020,1013.080627,1077.495361,1013.080627,1054.728516,1036.210449,29789288
RELIANCE.NS,12-03-2020,992.0510254,1006.680298,958.8607178,971.9356689,954.8711548,27985242
RELIANCE.NS,13-03-2020,912.5040283,1042.339355,861.6671753,1010.611938,992.8684082,36648701
RELIANCE.NS,16-03-2020,969.6955566,987.2050171,918.9043579,928.6877441,912.3825073,19241129
RELIANCE.NS,17-03-2020,957.5349121,969.192688,917.258606,921.6473999,905.4657593,22722989
RELIANCE.NS,18-03-2020,937.465332,947.1572876,878.6737671,885.53125,869.9837646,22365207
RELIANCE.NS,19-03-2020,841.2775269,884.159729,815.7676392,839.0831299,824.3511353,30702005
RELIANCE.NS,20-03-2020,859.015564,946.2429199,850.3294067,930.7449951,914.4036865,31680237
RELIANCE.NS,23-03-2020,837.7116089,868.6160889,800.635437,808.3158569,794.1240845,20335474
RELIANCE.NS,24-03-2020,850.3294067,886.90271,819.0592651,862.5814819,847.4369507,22867443
RELIANCE.NS,25-03-2020,881.2338867,1052.89978,880.7310181,989.5365601,972.1630249,36565149
RELIANCE.NS,26-03-2020,1001.925781,1021.218201,953.0546875,974.8615112,957.7456665,22872244
RELIANCE.NS,27-03-2020,1001.194336,1012.440613,956.5748901,974.3129272,957.2067261,20828970
RELIANCE.NS,30-03-2020,951.4546509,982.7247925,932.6193848,942.1741333,925.6322021,15114933
RELIANCE.NS,31-03-2020,981.9476318,1033.013062,958.2207031,1018.338074,1000.458923,22146405
RELIANCE.NS,01-04-2020,1026.109863,1028.258545,955.6605835,987.8908081,970.5461426,20798729
RELIANCE.NS,03-04-2020,1037.264771,1037.264771,965.8096313,985.1477661,967.8513184,20683903
RELIANCE.NS,07-04-2020,1007.686096,1109.999878,1005.765991,1102.776733,1083.415039,27186812
RELIANCE.NS,08-04-2020,1078.912598,1123.714966,1060.625977,1090.021729,1070.883911,24940165
RELIANCE.NS,09-04-2020,1109.999878,1127.189331,1090.79895,1115.440186,1095.856079,16516428
RELIANCE.NS,13-04-2020,1100.810913,1110.914307,1078.912598,1087.278809,1068.189331,11836892
RELIANCE.NS,15-04-2020,1094.501953,1130.115234,1045.082275,1051.345459,1032.886719,17660921
RELIANCE.NS,16-04-2020,1051.345459,1085.724365,1046.911011,1067.986328,1049.235352,18727853
RELIANCE.NS,17-04-2020,1111.828613,1124.629272,1090.478882,1119.143188,1099.494141,16634667
RELIANCE.NS,20-04-2020,1120.971924,1149.316162,1099.027954,1137.24707,1117.280029,18015466
RELIANCE.NS,21-04-2020,1106.342529,1144.744507,1064.283325,1131.349609,1111.486328,30685814
RELIANCE.NS,22-04-2020,1206.919189,1266.259399,1188.632568,1246.784058,1224.894043,71341683
RELIANCE.NS,23-04-2020,1250.212891,1267.128052,1237.366455,1253.45874,1231.451416,32732251
RELIANCE.NS,24-04-2020,1234.486328,1366.881714,1231.789063,1295.609497,1272.862305,67493154
RELIANCE.NS,27-04-2020,1311.153076,1348.640747,1301.095459,1307.267212,1284.315186,29241450
RELIANCE.NS,28-04-2020,1325.782471,1330.765503,1272.888306,1305.804321,1282.878174,39226700
RELIANCE.NS,29-04-2020,1321.119385,1329.119751,1298.352417,1304.707031,1281.800049,18747336
RELIANCE.NS,30-04-2020,1329.394043,1366.881714,1314.856201,1340.411743,1316.87793,35672949
RELIANCE.NS,04-05-2020,1316.63916,1339.497437,1296.020874,1312.250366,1289.210938,26728434
RELIANCE.NS,05-05-2020,1329.165527,1352.298096,1323.22229,1335.52002,1312.072021,22451881
RELIANCE.NS,06-05-2020,1338.58313,1357.738403,1321.667969,1335.611572,1312.161865,20244547
RELIANCE.NS,07-05-2020,1330.354126,1383.979736,1321.210815,1377.853638,1353.662231,25013483
RELIANCE.NS,08-05-2020,1412.644043,1444.554199,1405.420776,1428.004883,1402.933105,42131385
RELIANCE.NS,11-05-2020,1444.64563,1476.647339,1437.605347,1441.719849,1416.407104,33542531
RELIANCE.NS,12-05-2020,1430.747803,1433.993774,1339.497437,1352.526611,1328.779907,50341601
RELIANCE.NS,13-05-2020,1409.420532,1409.420532,1342.041504,1381.2229,1356.972534,33215062
RELIANCE.NS,14-05-2020,1355.886475,1381.453613,1319.935669,1325.381348,1302.111206,24633385
RELIANCE.NS,15-05-2020,1332.811523,1353.763672,1306.136841,1347.025757,1323.375732,31076130
RELIANCE.NS,18-05-2020,1356.80957,1367.885498,1318.043579,1329.811768,1306.463989,31398044
RELIANCE.NS,19-05-2020,1344.810547,1349.148682,1295.199341,1300.414185,1277.582397,21157927
RELIANCE.NS,20-05-2020,1301.429565,1335.442139,1285.738525,1323.304688,1300.071045,27660492
RELIANCE.NS,21-05-2020,1324.504517,1348.917847,1315.274536,1330.273315,1306.91748,19583990
RELIANCE.NS,22-05-2020,1340.010986,1345.733521,1316.659058,1321.32019,1298.121338,18914486
RELIANCE.NS,26-05-2020,1336.641968,1338.072632,1307.244385,1314.397705,1291.320557,16608317
RELIANCE.NS,27-05-2020,1320.8125,1342.041504,1303.275513,1334.242188,1310.816528,17833978
RELIANCE.NS,28-05-2020,1342.964478,1365.808716,1337.426514,1358.88623,1335.027832,20063139
RELIANCE.NS,29-05-2020,1354.963501,1358.655518,1340.795532,1351.640747,1327.909546,20011263
RELIANCE.NS,01-06-2020,1366.039551,1419.896606,1362.301392,1403.282593,1378.644897,19971851
RELIANCE.NS,02-06-2020,1408.497559,1421.419556,1403.697876,1417.450562,1392.563965,11076980
RELIANCE.NS,03-06-2020,1426.034546,1439.879517,1415.281494,1422.942505,1397.959595,12690644
RELIANCE.NS,04-06-2020,1425.11145,1467.108032,1422.342529,1458.154907,1432.553711,17101175
RELIANCE.NS,05-06-2020,1472.184448,1493.413452,1452.524536,1459.908569,1434.276733,16538342
RELIANCE.NS,08-06-2020,1493.782715,1493.782715,1444.494507,1448.647949,1423.213745,15707476
RELIANCE.NS,09-06-2020,1440.156372,1461.108521,1414.958496,1418.78894,1393.878906,12928580
RELIANCE.NS,10-06-2020,1424.280762,1457.924194,1421.465698,1451.093994,1425.616821,11066323
RELIANCE.NS,11-06-2020,1445.41748,1447.217285,1413.112549,1419.296631,1394.377808,10192902
RELIANCE.NS,12-06-2020,1384.499512,1470.338501,1381.730469,1466.461914,1440.714966,19274449
RELIANCE.NS,15-06-2020,1444.494507,1501.674316,1440.894775,1490.229126,1464.064941,26553701
RELIANCE.NS,16-06-2020,1516.488525,1521.611084,1463.231323,1493.136597,1466.921265,25593501
RELIANCE.NS,17-06-2020,1484.414185,1509.519775,1478.737793,1490.967529,1464.790283,20891026
RELIANCE.NS,18-06-2020,1483.260498,1536.794434,1481.968262,1528.395142,1501.560791,20235778
RELIANCE.NS,19-06-2020,1541.409424,1651.061768,1534.025513,1623.925659,1595.41394,52902086
RELIANCE.NS,22-06-2020,1636.847656,1665.276001,1601.404419,1611.695923,1583.398926,30099352
RELIANCE.NS,23-06-2020,1615.24939,1627.940674,1583.959717,1588.390137,1560.502441,18981039
RELIANCE.NS,24-06-2020,1602.235107,1636.201538,1579.89856,1594.804932,1566.804565,25793110
RELIANCE.NS,25-06-2020,1594.020386,1614.326416,1581.144653,1585.621094,1557.78186,19839687
RELIANCE.NS,26-06-2020,1595.681885,1617.095459,1584.790405,1607.542358,1579.318237,15460956
RELIANCE.NS,29-06-2020,1594.989624,1605.788696,1583.452148,1590.466919,1562.542725,12810973
RELIANCE.NS,30-06-2020,1603.250488,1606.942383,1564.992065,1572.883789,1545.268311,15138210
RELIANCE.NS,01-07-2020,1587.559448,1614.326416,1576.529541,1603.804199,1575.645752,14232051
RELIANCE.NS,02-07-2020,1608.788452,1631.494263,1601.450562,1624.80249,1602.771362,14394766
RELIANCE.NS,03-07-2020,1642.754761,1654.938477,1631.863403,1650.231079,1627.855103,14717133
RELIANCE.NS,06-07-2020,1666.014404,1714.93335,1654.107666,1709.210815,1686.035156,23508092
RELIANCE.NS,07-07-2020,1716.779419,1720.794434,1667.214355,1683.043701,1660.2229,17594794
RELIANCE.NS,08-07-2020,1683.597534,1693.658203,1652.169434,1659.553467,1637.051147,13102047
RELIANCE.NS,09-07-2020,1669.706421,1693.704346,1648.70813,1683.782104,1660.951172,18209471
RELIANCE.NS,10-07-2020,1687.704956,1739.485229,1683.782104,1733.439575,1709.935303,21879983
RELIANCE.NS,13-07-2020,1756.791382,1797.72644,1753.699341,1786.004395,1761.787354,34804196
RELIANCE.NS,14-07-2020,1785.081421,1792.188477,1741.977295,1769.390381,1745.398682,33665564
RELIANCE.NS,15-07-2020,1788.727173,1826.431763,1659.553467,1702.011353,1678.93335,69834886
RELIANCE.NS,16-07-2020,1704.780396,1725.086426,1672.890747,1701.457642,1678.387085,30480862
RELIANCE.NS,17-07-2020,1702.934448,1772.159424,1696.473389,1764.498535,1740.57312,24863382
RELIANCE.NS,20-07-2020,1770.128784,1783.235352,1753.376343,1772.067017,1748.039063,18296469
RELIANCE.NS,21-07-2020,1789.696411,1824.770386,1787.388916,1819.73999,1795.065552,21086685
RELIANCE.NS,22-07-2020,1830.30835,1855.22937,1809.725464,1849.691406,1824.610962,29885728
RELIANCE.NS,23-07-2020,1849.645142,1919.562378,1838.015381,1899.348755,1873.594849,29166875
RELIANCE.NS,24-07-2020,1899.533325,1996.448242,1899.348755,1980.895752,1954.036011,60298686
RELIANCE.NS,27-07-2020,2011.031738,2029.491699,1964.051025,1990.171875,1963.186401,40152413
RELIANCE.NS,28-07-2020,1990.171875,2025.061279,1985.049194,2010.016357,1982.762085,27557211
RELIANCE.NS,29-07-2020,2010.20105,2014.723633,1911.024658,1935.207275,1908.967041,36331699
RELIANCE.NS,30-07-2020,1937.376343,1974.942383,1912.455322,1946.467896,1920.075073,36428722
RELIANCE.NS,31-07-2020,1951.682861,1965.066284,1894.733765,1907.932617,1882.062378,37479030
RELIANCE.NS,03-08-2020,1893.349243,1898.610352,1848.860596,1854.306396,1829.163208,23357691
RELIANCE.NS,04-08-2020,1865.013184,2000.140259,1846.230103,1985.003052,1958.087769,46020527
RELIANCE.NS,05-08-2020,2001.986328,2026.907227,1955.190186,1962.712646,1936.099609,37274996
RELIANCE.NS,06-08-2020,1990.910278,2000.786377,1945.498657,1969.77356,1943.064941,24661487
RELIANCE.NS,07-08-2020,1965.804688,1991.648682,1956.94397,1981.172607,1954.309326,16492208
RELIANCE.NS,10-08-2020,1992.848633,1998.294312,1945.775635,1956.62085,1930.090454,13479498
RELIANCE.NS,11-08-2020,1970.419678,1993.679321,1938.622314,1969.496704,1942.791626,23414153
RELIANCE.NS,12-08-2020,1957.682251,1979.834351,1944.575684,1963.774048,1937.146606,15132308
RELIANCE.NS,13-08-2020,1964.143311,1974.203979,1947.529297,1958.651489,1932.093506,12415161
RELIANCE.NS,14-08-2020,1959.112915,1990.910278,1928.377075,1951.036743,1924.582031,16612317
RELIANCE.NS,17-08-2020,1942.914307,1942.914307,1910.70166,1930.31543,1904.141724,15489533
RELIANCE.NS,18-08-2020,1924.454346,1969.958252,1922.008423,1955.421021,1928.90686,15273836
RELIANCE.NS,19-08-2020,1976.142334,1988.141357,1958.005371,1967.419922,1940.743164,17043771
RELIANCE.NS,20-08-2020,1956.759277,1960.359009,1927.223267,1935.576416,1909.331299,11268922
RELIANCE.NS,21-08-2020,1954.91333,1958.605347,1917.070313,1921.546875,1895.492065,12640447
RELIANCE.NS,24-08-2020,1930.361572,1942.452759,1911.070801,1934.376587,1908.147705,16358609
RELIANCE.NS,25-08-2020,1943.83728,1948.729248,1917.993286,1921.777588,1895.719604,9694004
RELIANCE.NS,26-08-2020,1924.454346,1982.557129,1889.380371,1972.727173,1945.978394,29935210
RELIANCE.NS,27-08-2020,1982.603271,1984.449341,1941.299072,1948.08313,1921.668579,14042531
RELIANCE.NS,28-08-2020,1956.759277,1968.666016,1944.068115,1953.205811,1926.721802,13583450
RELIANCE.NS,31-08-2020,2006.601318,2006.601318,1901.702393,1920.485474,1894.444946,31038066
RELIANCE.NS,01-09-2020,1938.299316,1958.974487,1903.594482,1926.531128,1900.408691,19308129
RELIANCE.NS,02-09-2020,1930.915283,1973.373291,1924.454346,1964.327881,1937.692871,13474719
RELIANCE.NS,03-09-2020,1964.143311,1974.065552,1941.068359,1949.467651,1923.03418,9293214
RELIANCE.NS,04-09-2020,1923.115967,1935.484131,1912.639893,1917.301025,1891.303711,14237972
RELIANCE.NS,07-09-2020,1923.531372,1943.606567,1886.842041,1922.285278,1896.220459,10963236
RELIANCE.NS,08-09-2020,1930.915283,1957.682251,1920.300781,1944.852661,1918.481812,13698541
RELIANCE.NS,09-09-2020,1924.454346,2000.878662,1921.177612,1994.925293,1967.87561,27655438
RELIANCE.NS,10-09-2020,2015.00061,2164.388184,2007.84729,2135.821289,2106.861084,70152202
RELIANCE.NS,11-09-2020,2133.975342,2157.834717,2110.992676,2141.128418,2112.096191,29735403
RELIANCE.NS,14-09-2020,2145.974365,2178.279297,2106.285156,2125.25293,2096.436035,22031722
RELIANCE.NS,15-09-2020,2133.929199,2146.666504,2111.96167,2140.297852,2111.276855,13589196
RELIANCE.NS,16-09-2020,2141.359131,2186.90918,2132.636963,2145.558838,2116.466553,16976147
RELIANCE.NS,17-09-2020,2141.359131,2154.004395,2115.376709,2121.745605,2092.976318,12914334
RELIANCE.NS,18-09-2020,2136.052002,2140.851563,2101.254883,2128.1604,2099.303955,16537457
RELIANCE.NS,21-09-2020,2122.89917,2156.127197,2074.303223,2082.148926,2053.91626,16813690
RELIANCE.NS,22-09-2020,2101.670166,2101.670166,2032.029907,2040.890747,2013.217773,17396127
RELIANCE.NS,23-09-2020,2085.979248,2101.439453,2035.491211,2059.027588,2031.108521,21494354
RELIANCE.NS,24-09-2020,2037.890991,2054.597168,2008.493408,2013.246948,1985.948853,14913159
RELIANCE.NS,25-09-2020,2020.446289,2042.413696,2000.417236,2032.168335,2004.613647,14187467
RELIANCE.NS,28-09-2020,2055.520264,2065.67334,2037.106445,2045.598022,2017.861206,9833424
RELIANCE.NS,29-09-2020,2053.674316,2089.671143,2045.598022,2072.18042,2044.08313,12921269
RELIANCE.NS,30-09-2020,2085.979248,2092.440186,2053.674316,2062.304443,2034.341064,12232579
RELIANCE.NS,01-10-2020,2089.486572,2089.486572,2043.52124,2053.905029,2026.055542,10391613
RELIANCE.NS,05-10-2020,2071.211182,2075.9646,2036.137329,2041.859863,2014.173584,9461399
RELIANCE.NS,06-10-2020,2053.905029,2061.888916,2032.122192,2040.152344,2012.489258,9206087
RELIANCE.NS,07-10-2020,2062.904297,2131.206299,2049.059326,2083.671875,2055.418701,26585432
RELIANCE.NS,08-10-2020,2085.056152,2093.363281,2050.997559,2066.826904,2038.802368,10538904
RELIANCE.NS,09-10-2020,2062.904297,2079.518311,2046.382568,2061.473633,2033.521484,9272749
RELIANCE.NS,12-10-2020,2062.904297,2082.056396,2054.828125,2064.796387,2036.799072,7113236
RELIANCE.NS,13-10-2020,2058.843018,2109.746582,2054.45874,2105.085449,2076.542236,11556006
RELIANCE.NS,14-10-2020,2103.424072,2126.591309,2093.824707,2111.361816,2082.733398,13371005
RELIANCE.NS,15-10-2020,2113.669189,2113.669189,2025.984253,2036.598755,2008.984009,10018098
RELIANCE.NS,16-10-2020,2044.444336,2060.59668,2005.355225,2008.262695,1981.031982,10791800
RELIANCE.NS,19-10-2020,2021.415405,2057.089355,1989.202759,2008.631836,1981.39624,15600192
RELIANCE.NS,20-10-2020,2011.216309,2024.138306,1986.526001,1989.89502,1962.91333,9241144
RELIANCE.NS,21-10-2020,2001.063354,2023.215332,1936.222534,1961.005127,1934.415405,17041160
RELIANCE.NS,22-10-2020,1963.589478,1968.296753,1929.99231,1944.714111,1918.345093,15401105
RELIANCE.NS,23-10-2020,1943.83728,1970.604248,1934.976563,1950.344482,1923.89917,11711062
RELIANCE.NS,26-10-2020,1940.099121,1940.099121,1863.074829,1872.858643,1847.463989,18662208
RELIANCE.NS,27-10-2020,1878.212036,1901.240845,1850.61438,1877.842896,1852.380615,18239448
RELIANCE.NS,28-10-2020,1884.580688,1899.25647,1852.82959,1856.567749,1831.394043,14962008
RELIANCE.NS,29-10-2020,1843.230347,1884.765381,1837.692383,1870.828003,1845.460815,15327652
RELIANCE.NS,30-10-2020,1876.9198,1906.08667,1866.120728,1896.302856,1870.590332,17010781
RELIANCE.NS,02-11-2020,1870.920288,1870.920288,1715.994873,1732.885742,1709.38916,49683447
RELIANCE.NS,03-11-2020,1744.46936,1762.006348,1693.796753,1707.918579,1684.760376,44345811
RELIANCE.NS,04-11-2020,1695.550415,1780.466431,1695.550415,1765.882935,1741.938843,40090058
RELIANCE.NS,05-11-2020,1804.418213,1809.956177,1783.235352,1804.464355,1779.99707,18602686
RELIANCE.NS,06-11-2020,1836.769409,1882.919312,1825.831787,1872.904785,1847.509521,33337043
